00000072d51c f670488a95da 00000092211c f671f48a959a
0004ba2dbbf0 919a4873bd30 0004ba9d5df0 9196d573bdb0
0004ba3f636f a5849c1c6c20 0004babfbd6f a5858e1c6c70
0004bb507b88 8f7b75b0d3aa 0004bb605488 8f7334b0d3da
0004bb31b9d3 5da21cbaa90a 0004bbc14cd3 5da9babaa99a
0004bb064cdb 90aad67daa82 0004bb467cdb 90a0427daa12
0004bb2ddb6a b58269523a66 0004bbfd4c6a b58dfa523aa6
0004bc43d251 3b62000462b4 0004bcc38851 3b6d56046264
0004bc33a7f6 b2e0cf1ea726 0004bcf3b7f6 b2e4221ea7f6
0004bc282c3f c9031b848209 0004bcd85f3f c9012f848259
0004bc19c7cb 37da6468cfcd 0004bc9978cb 37dc5968cf6d
0004bc0a3925 43739484ee29 0004bcaaf025 43717c84eeb9
0004bccc6318 e17c33fdc278 0004bcec3718 e178b2fdc288
0004bcbe9d47 142d84def598 0004bcdef647 142bf0def518
0004bd436dc4 7b7c60bb8613 0004bda3d9c4 7b7e3dbb8683
0004bdba6751 61694dc7e230 0004bddafa51 616a2fc7e2b0
0004bd3bb457 755cdda45739 0004bd8b9257 755f68a457e9
0004bd2d4f2f dca8dd7ea173 0004bd3d192f dcacfb7ea1d3
0004bdde2515 7aa6ce6b42bd 0004bdee9f15 7aa9bb6b428d
0004bd1eb0ce c7e0acbfb397 0004bdce24ce c7e986bfb3a7
0004bdaf80d3 eeccfdf5665a 0004bddf30d3 eec6b6f566ba
0004be403b7e 76b7046ce43b 0004be70797e 76bed36ce4ab
0004be51992e 2835c95d9291 0004be618e2e 2837165d9261
0004be849f8a 92fae29b1334 0004bea4248a 92f5899b13f4
0004be86278d 93b450edd88b 0004beb6788d 93b3b7edd80b
0004be4c5ac2 9ddde3562e70 0004bedc9bc2 9dd959562ed0
0004bebc35dc 912297ca7f9e 0004becc4bdc 912731ca7f8e
0004be8d916a c66ea627c37e 0004bebd326a c6693027c36e
0004be8f7243 7c3ad8246b52 0004beefe743 7c390b246b02
0004bf0252c7 297c7848e045 0004bf723ec7 29789348e085
0004bf55b565 7bf01aa88e36 0004bfd54365 7bfd09a88ef6
0004bf461964 067b2bf208f7 0004bfc6d864 06741df208b7
0004bf472a87 eea2ff2ca88e 0004bfa74687 eea4882ca87e
0004bf97e79e edf659191f73 0004bfa7d69e edfd22191f13
0004bf795832 a83b6992c343 0004bfe9e432 a8344392c393
0004bf6b5263 95c6f6c62f6e 0004bf8bff63 95cc04c62f1e
0004bf1c4dbc de97e441cf19 0004bfacfcbc de91b541cfa9
0004bf9e8601 a3bb9e00c9d4 0004bfde6001 a3b20100c944
0004bf8e266c 9870b8ed3103 0004bfcec06c 987ccaed31a3
0004c032a98b baf01eff7e69 0004c062058b baf8bdff7e09
0004c055c9b0 d881d2498c14 0004c065d6b0 d88cef498c44
0004c06781a5 68fa6094f0d4 0004c0c7ffa5 68fc5394f034
0004c0bda2c9 3bb75e5d03ee 0004c0cda0c9 3bb6e65d038e
0004c1b297a6 e008f6b15a87 0004c1f27ba6 e009dcb15a77
0004c165bd99 2460e223396d 0004c1f51b99 24639323399d
0004c1561d81 244082db8447 0004c1b63e81 2448a3db8487
0004c15acf0e d6fc1f3ed86c 0004c1da0a0e d6f2dc3ed80c
0004c10ba7ee d6c8477765e5 0004c14bb8ee d6c426776555
0004c12dd7d7 375cc0ce0f08 0004c18dfed7 3750adce0f68
0004c2019e7e 19835a12c222 0004c2e16e7e 1985b812c2f2
0004c2659a11 1d4c75584901 0004c2d5a111 1d46a15849d1
0004c21519c0 c6cde016a8fd 0004c285dac0 c6c1f916a89d
0004c216518c 31aaf2286808 0004c266248c 31a12f2868f8
0004c2878d65 b550a1044517 0004c2d7ff65 b55a89044597
0004c209ca64 085176ffcfa5 0004c2396364 0856b5ffcfe5
0004c33b2892 859bc69cd823 0004c3fb9992 859fa39cd8b3
0004c31dbe9f b656b0921c5c 0004c32d5e9f b65df7921c9c
0004c4434a04 a4a953fc4ce8 0004c4c3f804 a4a27afc4ca8
0004c443c542 fc4cb43be867 0004c4830c42 fc4af73be897
0004c434450b 98fbd22d0060 0004c4e4320b 98f9892d00f0
0004c4193638 a5f28cdfd4f5 0004c4295a38 a5f676dfd425
0004c4ea21ca 717eccc73ea5 0004c4fa96ca 717563c73e85
0004c543c8cd 3dbab4000f8f 0004c5630bcd 3db4a2000f2f
0004c514fdaf 4be49fea0fa2 0004c534ffaf 4bed83ea0f22
0004c577b882 6eda71825032 0004c5d75082 6ed003825022
0004c5d82c92 ef42b8c6960b 0004c5e8ee92 ef4d70c6966b
0004c5a824c6 381006ff0b9e 0004c5d89cc6 381673ff0bbe
0004c51bed5e 92aa110dbb4e 0004c5eb995e 92a59c0dbbde
0004c5dd930c addb3dfe2f76 0004c5fd430c add896fe2f86
0004c53d7840 c48b6e811939 0004c59dcf40 c481f78119d9
0004c637167e a3a0fcefb0ea 0004c6976f7e a3a519efb07a
0004c7205547 b912bd33714a 0004c7d08b47 b919ae33710a
0004c7718e01 a2550d138119 0004c781e901 a252f31381b9
0004c7c4e6b1 87b3426c677a 0004c7e46ab1 87b8d46c67ba
0004c754f1b3 c0b1a9bb86a7 0004c7b444b3 c0b9d0bb86d7
0004c7175bd6 1d13952f5680 0004c747d3d6 1d1b1b2f56c0
0004c7eb809c af8b3ebd89dd 0004c7fb6c9c af8d62bd89cd
0004c880bc4f 017cce201c00 0004c8b09e4f 01761b201ca0
0004c8440576 94bd41560b2f 0004c874b776 94b290560b5f
0004c865a54b 21229d684b68 0004c8e58c4b 212752684bd8
0004c825bca8 9b242c0704e0 0004c8b5a7a8 9b2162070410
0004c8aba51c f9ee884bd640 0004c8eb191c f9e4904bd6a0
0004c89e3ecb da68273883ba 0004c8aefacb da6dec3883da
0004c88e4eeb 677323d4f620 0004c8be4beb 67783ed4f6e0
0004c97159f2 b61f44c4a8ef 0004c9e1abf2 b61e50c4a84f
0004c90953ad 0e1071c3d00d 0004c919f1ad 0e171ec3d0ed
0004c92e4954 1d1cca53854c 0004c9ae4b54 1d13a153857c
0004ca239e61 93eb56705b94 0004ca735a61 93e713705b44
0004ca241fdb d03aed91f5f8 0004ca8460db d03dd891f5d8
0004ca053acd 2314312649cd 0004ca2566cd 23189a26497d
0004ca06ba33 ec0bd49e8c7f 0004ca465d33 ec03679e8cbf
0004ca278d85 5a8ebebc901d 0004ca477785 5a868cbc90ad
0004cab8f695 0698fc47e556 0004cad8ef95 069b6d47e5d6
0004cadc8829 d6a9e5f618df 0004caec7a29 d6a55ff6187f
0004cb011439 d2c0fb88ca56 0004cb818b39 d2cd5188caa6
0004cb3759aa 6953924ce109 0004cba78faa 69520a4ce1d9
0004cb7f761e 122973d52346 0004cb8f2d1e 122325d523d6
0004cc3183d5 40f6c19cc198 0004cc4110d5 40ff579cc1c8
0004cc127933 24e1008aec9e 0004ccc20233 24eb548aecfe
0004cc03635c 56f1e6df3ca5 0004ccd34f5c 56f532df3cc5
0004cc24f8fa 57f18abcee77 0004ccb48bfa 57fde1bcee57
0004cc571579 58898ed64d7b 0004cce7b679 5888dad64d1b
0004cc3c3ccd 86d9b3e227b2 0004ccac23cd 86d768e22712
0004ccafe0a6 5a13fadceeb3 0004ccbf31a6 5a1e56dcee43
0004cc0ffbed 23cd10e2e54f 0004ccffdeed 23cea4e2e50f
0004cda3e833 247d0dacfbde 0004cdc35433 2472e4acfbee
0004cd130399 d006d6adefeb 0004cd436899 d00de7adefdb
0004cd69afb8 fd5d38112026 0004cd995fb8 fd504c112056
0004cd0ba640 5497e2eb5d1f 0004cdfb2440 549356eb5ddf
0004cd0dda2b 07fad076c8b5 0004cd3d5a2b 07f06a76c805
0004cd1ded86 5c4ef9dff069 0004cdad8886 5c41a4dff0e9
0004cd1e5647 c2c1a379c386 0004cd3e7847 c2cdd679c336
0004cdbee192 8877458d6572 0004cdde0092 88766e8d6582
0004cec185ed e312c5d6116e 0004cee199ed e313b1d6111e
0004ce329948 0e5ee34b7012 0004cec27848 0e59644b7092
0004ce625f52 bd28d2fa3f00 0004ced2e752 bd2223fa3fa0
0004ce043f26 b20a9c8c7e74 0004ce642326 b20b028c7e14
0004cea64ca8 1365751b3ea4 0004cec63ea8 136ded1b3ef4
0004ce396946 641e7a8dc764 0004ce69b946 641d378dc704
0004ce6c321b 16140565417c 0004ceec3a1b 16168e6541ec
0004cf304317 48605ac16e64 0004cfd09d17 486fc2c16e54
0004cf7560b7 c8a450cb93d4 0004cfa572b7 c8ae6ccb9334
0004cfb64037 7d804c60768a 0004cfc6d837 7d8f7d60767a
0004cf26cfca 340eaff61837 0004cf86abca 34016df61877
0004cf5f08b0 cc52495cd0ac 0004cfdf21b0 cc55e45cd0cc
0004d07073d1 c01f8631f276 0004d0c01ed1 c0130d31f226
0004d00412dc faea635c54cd 0004d05443dc fae5095c542d
0004d00c4262 affc9dc63b8b 0004d05c6462 aff069c63bcb
0004d1821fe3 f589b2c565f7 0004d1d2e7e3 f58e31c56577
0004d1948594 fd72f5bb7bfd 0004d1a44a94 fd702cbb7b7d
0004d13da67c 02c554c691df 0004d1bd977c 02c87fc6914f
0004d21239a9 e2192e7ee76f 0004d2c29ba9 e216707ee73f
0004d234f606 b601240ad42b 0004d2442106 b600b80ad41b
0004d2244785 b02b6effd832 0004d2643f85 b02603ffd8e2
0004d256535a fd6134550b1d 0004d2b6f45a fd6469550b3d
0004d276b37d 1b61c4afe9d2 0004d2d68c7d 1b676fafe982
0004d2774233 8a73cecd89ad 0004d2978233 8a714bcd899d
0004d20776ab 612d3746bd2c 0004d2b700ab 6125c346bdec
0004d27a1378 560ddaed2e14 0004d2aa6478 56076fed2eb4
0004d20b2d4c f2fc9b78bd65 0004d24b0e4c f2f66278bdf5
0004d3260c00 f01a006b92b7 0004d3963000 f01ec16b92c7
0004d326d72d 72b415db19c9 0004d3e64a2d 72bbbfdb1959
0004d32d9bc6 6048c6e7af8f 0004d33da5c6 6041f0e7afcf
0004d3ad21d5 1b00c4f563b3 0004d3fd8dd5 1b0292f563c3
0004d38fe858 584488b2a234 0004d3efab58 584f6ab2a2e4
0004d4a7f9c8 e3c566566cc7 0004d4f755c8 e3c727566c07
0004d428a652 6d8939e8208b 0004d438d852 6d8f2fe820bb
0004d40875e5 2063bb8e46ca 0004d4a8bae5 2066048e46ea
0004d44aa25f 994f6d6a02ca 0004d4eaa15f 9948936a02aa
0004d56347e6 c74665f397e5 0004d5b356e6 c74a3ef39705
0004d59c8504 caf189972569 0004d5dc6c04 caf4089725c9
0004d53ee810 30479f86cc29 0004d5cecd10 30488986cc39
0004d50fc667 8845149d05b6 0004d5bf6967 8844b79d0526
0004d50f82eb 7df72107684a 0004d5ef61eb 7df91007686a
0004d6b0feb0 1a48c08a5083 0004d6f0bab0 1a4c3d8a50d3
0004d610fed3 82cbec8e4184 0004d6a011d3 82c6268e4164
0004d6c1558e 3e4728487f2f 0004d6d1c38e 3e4f4d487f4f
0004d602d9c6 6176986ce5bc 0004d6f24ec6 6179c36ce5dc
0004d6a6cd76 40ebdb58511e 0004d6f6ca76 40e7e358517e
0004d6787c34 3b2fb9c7da91 0004d688a834 3b267cc7da61
0004d6294efb 297c281542a7 0004d6d98afb 2976f4154277
0004d62c210e e82a876e1f9a 0004d64caa0e e827756e1f5a
0004d62cd76c 271b6a112a07 0004d69c866c 2715fd112a57
0004d65ff401 047ce53430bd 0004d6df5c01 0476d234304d
0004d713a2e8 649df06162b6 0004d7e326e8 649718616296
0004d79564c2 b76acdfa7a04 0004d7f514c2 b76067fa7ab4
0004d7b6305b af470c48ce92 0004d7f6c45b af4f7b48ce62
0004d7a60fe5 b661f926628f 0004d7e6a0e5 b66f2d26626f
0004d777f6cf f37439d55a7e 0004d7a7aacf f37091d55afe
0004d78767e7 1104dd7a2208 0004d7973ee7 1105797a22b8
0004d8128343 3fbaa0e55a4e 0004d8d24e43 3fb72be55a8e
0004d8a7ad42 c26482aac325 0004d8f73b42 c26247aac3e5
0004d84941d5 83176328e660 0004d8696ed5 831f8728e690
0004d84fc64b 74da5173114b 0004d8df874b 74d3c47311db
0004d80f72b2 924bed7e5715 0004d82f9bb2 9243407e57d5
0004d980013c e95517af8765 0004d9e01c3c e959b9af8735
0004d921cba0 3872bd273c1a 0004d961dea0 387404273c4a
0004d912a11d a7618a52adf2 0004d9d2491d a7603152ad72
0004d95396ca 99c42822bb86 0004d9c33cca 99c2d122bb56
0004d9156991 962670594ca7 0004d9a56891 962f56594c17
0004d975a5c6 ed600a87dd41 0004d9c5eec6 ed6acc87dd81
0004d92686ba adfd7b718e9a 0004d98627ba adf6da718eca
0004d9283c45 f87d8c786055 0004d978e845 f87028786095
0004d9980b9c 5818b7ec7aaa 0004d9d8949c 581aa0ec7a3a
0004d99b404d 546532cdc989 0004d9cb834d 546108cdc9e9
0004d92b789c 9f6974bcd1e9 0004d9fb2f9c 9f6890bcd179
0004d9accb1b ea59640d46c0 0004d9fc221b ea51120d4670
0004d9ceb3b6 829b09b4568f 0004d9eebbb6 8291ebb4563f
0004da816abf f478c86be177 0004da9102bf f47b506be117
0004da52b271 ef6577becb2f 0004dad2ea71 ef6151becb3f
0004da064b3d 6ef9443626c4 0004da76593d 6efe7c362654
0004da36a86f f77155ddde5f 0004daf6a16f f77996ddde6f
0004da4b4022 e35c8340ce65 0004da8b8c22 e3577d40ce15
0004da1ebe52 9f0ae4743600 0004da4e1652 9f0517743620
0004da3e1be8 21123ff416b5 0004da6edae8 2115d4f416d5
0004da9f8560 989308aab1ec 0004daffca60 989f79aab15c
0004db51a4a7 7a5dfb920f66 0004dbd1e2a7 7a5e2a920f46
0004db81f7fe b43ac0750442 0004dbc1a0fe b43c6b750472
0004db0fc1e2 dc1e65389b08 0004db2fb6e2 dc12b8389b58
0004dc81c3e5 3e1c64f95fea 0004dcf1e5e5 3e17fcf95f7a
0004dca1b8ee b390f1484131 0004dcd101ee b3922f4841c1
0004dc55bf32 19f856f8bb8c 0004dcb5eb32 19fcb0f8bb2c
0004dc0ab700 d547430f0afe 0004dc7a8c00 d54aaa0f0a8e
0004dcea80e6 d0b95e80cf8f 0004dcfa39e6 d0b06f80cf1f
0004dc6c5b5b 2ce6a0b505df 0004dcec345b 2cea4db5050f
0004dc7c446f a2a45de9a248 0004dcfc916f a2ada7e9a278
0004dd67e1e0 09a8383fcab4 0004dda775e0 09ac5f3fca64
0004ddd8969d 7a03233285da 0004dde8009d 7a004f32854a
0004de44babb bff0e6a9fc99 0004deb43fbb bffcd7a9fce9
0004de84ddee 354dce788c55 0004dea461ee 354c1c788cf5
0004de16c981 558941895f8f 0004de86a081 558224895f9f
0004de079b01 2e211f4f739b 0004de779d01 2e2bf24f73db
0004de7c5e5e 8990c3f47e41 0004debce55e 899c82f47e81
0004df7092fa 1b58446b6638 0004df90ebfa 1b5c606b6628
0004df14522a 7848f14f2aae 0004df944a2a 784d8c4f2ace
0004df190c30 952b86cb0ed5 0004dfd94630 952279cb0e15
0004df3b4eaa 2aba0fce8078 0004df8b18aa 2ab921ce8088
0004df2ccd20 37ddfe074586 0004dfec3720 37d1b0074556
0004dfcecfc2 0012fe12d5f6 0004dfde12c2 00151512d5e6
0004e01556d0 1de004b27bdb 0004e055f7d0 1de71db27bab
0004e0692075 e53e9aef71df 0004e099fb75 e53aecef719f
0004e0bab9fd c79900f14cce 0004e0ca1ffd c79076f14c5e
0004e04dc3f4 b9b2b4ab0a2e 0004e0cd95f4 b9bea7ab0a8e
0004e1221199 1c54c96566ec 0004e1824299 1c5d1065669c
0004e1125fe8 d8f9f3319a63 0004e1f247e8 d8f8c4319a83
0004e136ce97 e2290312c786 0004e1a66a97 e2253112c7e6
0004e15d920b 17331b80f480 0004e19d580b 173d8280f4f0
0004e16fc676 41e009c23288 0004e1ffc876 41e7abc232b8
0004e24175f1 aac8d4f54174 0004e2c176f1 aac613f541a4
0004e2141022 11651b067e49 0004e2945222 116347067e69
0004e254b793 53868cbf359c 0004e2f45b93 5385a7bf353c
0004e2c9a126 454aa4876fa2 0004e2e91226 454312876f92
0004e299a7ab d3d51ac12eb1 0004e2a962ab d3d143c12e11
0004e23bbb1d 89b30321f463 0004e25bd61d 89b6df21f473
0004e29c6205 8cd3b1e03775 0004e2acae05 8cdf7fe037d5
0004e2cc9ff8 8469c46073b0 0004e2ec44f8 846ca2607380
0004e3006b6b fe5674d94b3b 0004e390816b fe5225d94b4b
0004e30b9353 a76fd92bd4d7 0004e3ab3353 a769b12bd407
0004e34db7a0 663a895384d6 0004e3ad1ca0 663ccc5384c6
0004e37f5cba e69f312c1faa 0004e3af15ba e693622c1fba
0004e432a676 63057915f941 0004e4820176 630e8f15f911
0004e4ac79f4 06f16203b77a 0004e4ecb3f4 06f4b903b7ca
0004e520763a 7e961fadccfd 0004e5c00c3a 7e94b9adcc7d
0004e5c3d4c4 4d182b13c3c1 0004e5f328c4 4d1db413c381
0004e564b39b a6f5deb47289 0004e5845e9b a6f8efb472c9
0004e598f906 afaf0e89c03b 0004e5b86b06 afaa6089c05b
0004e51931c1 0488871ad6ae 0004e549f6c1 0485fa1ad6be
0004e5ab0fbb a1402e768aa6 0004e5bb37bb a146e2768a76
0004e57d78d8 1ecf7d4efaad 0004e59d22d8 1ec9174efa0d
0004e51debff da354c4b2fd9 0004e5fd4dff da376e4b2ff9
0004e6088dde c8d6604a37d3 0004e6a868de c8d0434a3753
0004e69f72bc 484d0bb0fb52 0004e6ff5cbc 484128b0fbd2
0004e7b3079e 447b77d21965 0004e7c32e9e 447fdbd219d5
0004e7441e87 12d8cead6a9b 0004e7f40d87 12d3afad6abb
0004e738ab21 5e964a531a72 0004e7488e21 5e9373531ae2
0004e70ca891 2f77bb7b7e61 0004e78c5891 2f7ba37b7ea1
0004e70e9507 0d04f81030f6 0004e7fe9607 0d030c1030a6
0004e76ed0df e53e34d3ea08 0004e7eeb7df e5357cd3ea48
0004e75f8326 f0095834e29a 0004e78f1726 f00a9a34e2aa
0004e8428a9c f970cb89e9f4 0004e8c2e69c f9738189e984
0004e8045884 c007d6f4c4dc 0004e8d4a084 c00f0cf4c45c
0004e8d643a8 7b0a2a86aca7 0004e8e6ffa8 7b08bc86ac37
0004e83d8d6c c4cbb4d85e06 0004e85de86c c4cf2fd85e16
0004e88d0c6f 63d7afa0f1a5 0004e8cda36f 63dc7ea0f195
0004e912ad15 eda794bc2699 0004e922d515 eda83abc2679
0004e92219c7 59833b514753 0004e942cec7 598c91514743
0004e913432e 06230a832581 0004e9635d2e 062d9b8325a1
0004e9457ca3 989c60ffd97f 0004e9f595a3 98907cffd98f
0004e9689575 e5b8bbc35f4e 0004e9f85e75 e5bd62c35ffe
0004ea23a5e1 3c3121d33a28 0004ea631be1 3c37b9d33ae8
0004ea1944de 5ecd90040f9e 0004eaf9b9de 5ecba3040f8e
0004ea1dd477 97aa6dc0a200 0004ea8d0177 97a4e4c0a260
0004ea5df1a3 68ea6ae3c655 0004eabd6aa3 68eb3be3c6d5
0004eb25362b 574b2de58114 0004ebd5242b 57449fe58174
0004eb5a0f60 6b07acb32706 0004ebba9d60 6b08cab327d6
0004ec4241f6 788cf65494c1 0004ec82ddf6 788b78549401
0004ec338d4f 233938138a4e 0004ecd3054f 233afa138a3e
0004ec8708a6 b3d12c2673cf 0004ecf757a6 b3d9e62673ff
0004ec289b00 2ab760625c9a 0004ecd86500 2ab516625c7a
0004ec48ebb0 25933bec7af8 0004ec88d0b0 259e1aec7a78
0004ed13288f 2455ac3136e3 0004edc32e8f 245d1a3136a3
0004ed452813 f987af4dfef6 0004ed653313 f981d54dfec6
0004eea05297 617d08263fcb 0004eed05297 617463263f8b
0004ee99fafc a576efaec5cc 0004eef9a9fc a57397aec59c
0004ee0e4012 7ccb2b92955b 0004ee6e3312 7cc5ff9295ab
0004efe0c9b3 b8988b56507d 0004eff041b3 b8902056504d
0004ef23cc6d 4d7da2ad94de 0004ef83376d 4d7177ad944e
0004ef6630f8 6a54219a6f7a 0004efe674f8 6a531f9a6ffa
0004efa888bc 6b8fda7e5e2a 0004efe892bc 6b85587e5eda
0004ef79da10 c2191d326aba 0004ef998110 c21f0c326a1a
0004ef3ab1d0 abbe1a8c46e6 0004ef5a78d0 abbc7b8c46a6
0004ef4b93cc a02bf378ac84 0004effbd3cc a023bc78acd4
0004f0b0cfd4 03a97c9378cf 0004f0d004d4 03aa9193787f
0004f0110a56 0740bfe46226 0004f061d456 07440be46266
0004f0214aa9 73b19de9903c 0004f091e3a9 73b93ce9902c
0004f042a72a 16be451b6373 0004f0a23b2a 16bc391b6383
0004f0626fb8 d98966266f4b 0004f08285b8 d980da266fab
0004f046ee8e e746bf4e11df 0004f0d6f28e e74dc24e115f
0004f02710b6 29c0e7ed9a6f 0004f03777b6 29c8cbed9aef
0004f00781fd c019c5ad4a4a 0004f0b759fd c0122dad4a6a
0004f0283eda 11caa654c38f 0004f038fbda 11cdd754c3df
0004f029f877 32378c5bedfd 0004f0890577 323b385bed7d
0004f09c1075 67df6553e397 0004f0ac5a75 67d7e753e357
0004f0cd2a72 fa0049012347 0004f0ed3272 fa0e76012337
0004f1233712 d4db8304e00f 0004f1d30e12 d4da0204e02f
0004f19495bb bd65682d4b8d 0004f1e445bb bd6d3c2d4bad
0004f12a6e84 ba8c2edda34a 0004f18a6c84 ba8af9dda3ea
0004f14cffe4 d69cc86900f6 0004f1dcd6e4 d692176900a6
0004f14f5d7b 7fcc1148d1eb 0004f19fad7b 7fc95b48d16b
0004f10ffcee f119820cec26 0004f1ffa2ee f114090ceca6
0004f231c505 53667fd3d04a 0004f2e11405 5365c4d3d0fa
0004f2d2a810 28ecf96ff482 0004f2f2ab10 28eb806ff412
0004f2d20617 60d00019785b 0004f2f2a217 60db4819786b
0004f267afd8 8854fd5d5912 0004f2b714d8 8855095d59e2
0004f21711ff d1056c67a546 0004f2777fff d106e967a586
0004f219f4c9 d1aab23af85d 0004f22992c9 d1ad4c3af8cd
0004f22f0fb9 0261a4b5b3d5 0004f2ff67b9 026d06b5b3a5
0004f3815461 724cda3a879b 0004f3f1ac61 7245453a87bb
0004f306476c e9f523949027 0004f3563e6c e9f4ad949067
0004f32814e9 fe4286e8b6be 0004f3f8c9e9 fe491de8b6ae
0004f36dc807 7e9050179c37 0004f3dde007 7e9ca2179c27
0004f3bf4c64 d37381d9f448 0004f3cf8064 d372cfd9f488
0004f4222822 ec9388ba8804 0004f4426c22 ec94d5ba8874
0004f4733d3c 38c84fb7b220 0004f4b3b23c 38c2adb7b270
0004f4a5caf6 3eddbd14314f 0004f4f521f6 3ed2391431bf
0004f4163b67 a71fcb4da453 0004f4964367 a710704da423
0004f438f633 ed516a5b3976 0004f4681a33 ed54455b3966
0004f478f0df 882298db9ba7 0004f4f83adf 8824c1db9b37
0004f4baf370 860bf31a60a0 0004f4da4d70 8607df1a60c0
0004f40f709e d45f454df76c 0004f4df989e d4506f4df74c
0004f5828a5b 12cd1cd28494 0004f5f2455b 12c89ad284b4
0004f5472d72 b9de95f5287c 0004f5f7b072 b9d1d0f5282c
0004f56964ae c0c5e70bec8c 0004f5a936ae c0c4cc0bec1c
0004f52961e1 9095e9f79959 0004f5c97be1 909e2ef799d9
0004f54ba97e b87e05bbe677 0004f55b207e b87cedbbe6e7
0004f661e21c 62bd976d18ed 0004f6e1871c 62b61c6d180d
0004f681dc87 9f17963b353d 0004f6a1df87 9f1e7e3b357d
0004f631df8b bccce8c1b045 0004f671348b bcc050c1b075
0004f6d548f0 ad1f0fdc0a3b 0004f6e5dff0 ad1d31dc0a2b
0004f63893ae c974f247d1a5 0004f688beae c97edf47d105
0004f60cbdc6 f5d03b7f925a 0004f69c4cc6 f5d5277f928a
0004f61d450f 741b443cac5d 0004f68df10f 741eea3cac3d
0004f7012cc8 22fc94a1763c 0004f7a10dc8 22f8daa176bc
0004f703f129 360938a92a72 0004f7d33029 360512a92a62
0004f796b446 9269028830ad 0004f7c64246 926c2488306d
0004f7a77665 0e265df6ee19 0004f7b7f765 0e2c3cf6eea9
0004f75db2e3 d89e95cf05d3 0004f78de0e3 d890bdcf0553
0004f79ffa9a 45a9fc01d625 0004f7afba9a 45a54d01d655
0004f82069fd 132b5292c11f 0004f8d0f9fd 1321ce92c17f
0004f8073831 d1d2354fd25e 0004f8e7cf31 d1d4f04fd28e
0004f889540c 68f6eb9e9a95 0004f8b90d0c 68f3f29e9a85
0004f83a32a8 56842146f506 0004f86a41a8 568f6746f5c6
0004f90055aa dd74e06eec10 0004f950f3aa dd7eb36eec80
0004f905215a 75e070328fae 0004f9f50e5a 75e1ce328fce
0004f9b85372 cc38b8407455 0004f9e8b072 cc3b6d407485
0004f91d2dad a24cab6c6c0f 0004f93d23ad a2408c6c6c1f
0004fa00f4ef 2001d5ac983e 0004fab0d8ef 200a46ac98de
0004fa813585 94cbccfc5cdb 0004fa91d685 94c531fc5cfb
0004fa84220c db2c96089b88 0004fa94190c db2e08089bb8
0004fa5760e2 bb74b8d878a9 0004fac7c6e2 bb75e7d87889
0004fad86f67 dd67917da7dd 0004faf80a67 dd655f7da76d
0004fa79a6c8 6dadc912f9fd 0004faa98bc8 6da9a612f95d
0004fa4bd4ce 14c3a9d49a11 0004fafb01ce 14ccc5d49a61
0004fa1d17b8 2fcc09228481 0004facdeab8 2fcad42284f1
0004fb006f85 bc3521e56f69 0004fb302685 bc3f13e56f29
0004fb33529c 352ad667d108 0004fb53739c 352b9967d198
0004fb030bef 11a524ece2c3 0004fb93dbef 11a997ece2e3
0004fbe81a88 5b26fa07dc60 0004fbf85788 5b278707dc70
0004fb1c9508 9e57192456f0 0004fbfc6e08 9e5cd82456c0
0004fb4fe151 ee16a11da972 0004fbdf0651 ee12bf1da9e2
0004fc404b2c 82a56d038ee8 0004fce05c2c 82ac21038ec8
0004fc420c8b 940fe206922f 0004fc62958b 94027406923f
0004fc25f0d8 92faafe74759 0004fcb56fd8 92fd8be74779
0004fc287b77 b7be864b909f 0004fcf82877 b7bcbc4b908f
0004fc0b3c82 a53b8c690bbd 0004fcdb1682 a53eb9690b3d
0004fd230690 294a8ddcf354 0004fd536d90 294122dcf364
0004fd3f9e08 a2b48e7ecfca 0004fdff1708 a2bfcf7ecf5a
0004fe0036cf ceeb17fb7c06 0004fe505dcf ceec29fb7ce6
0004fe02a2a3 ffb7890c1dbd 0004fe22d4a3 ffb35b0c1d4d
0004fe7aa5a5 7244b7669203 0004feeaada5 7240d0669253
0004fe4d4e08 a2c3ca5568fd 0004fecdb508 a2c88f55688d
0004fe2e362a 1ea47d023fb0 0004fe4ea22a 1ea328023f60
0004ff0721de c2cb298350a7 0004ff672fde c2c87d8350d7
0004ff1e7d73 188688779cce 0004ff4e4373 18843e779cee
0005009048ac 1c3420c26098 000500b04eac 1c3e33c260c8
0005006805e3 7aeba21bc067 000500f834e3 7aefcd1bc0c7
0005007d02af 75891fa98080 000500cd7eaf 758756a98010
0005004f664c 472327a10838 000500ef9b4c 472da2a10858
00050127aa12 331aa61eb1a9 000501572712 3310e71eb149
0005015b28af 5155b3b8fed1 0005019b78af 515f98b8fe71
000501ab22ea 9c711eaca68a 000501ebb3ea 9c7744aca63a
000501cc4212 782a7f4c6b4d 000501fcaa12 7824604c6bdd
0005013c878c 2bddc1386736 000501dc688c 2bd693386786
0005014cbab4 e6807d8c812d 0005019c85b4 e683d88c811d
0005015de294 4d67ecf898a2 000501ad3094 4d6ea5f89882
0005019ec289 3700e83ebc43 000501bec089 370aa13ebc73
000501bff8ba 13e5b0394dac 000501df22ba 13ede7394dbc
000502230d65 3aede32e4a1e 000502b31365 3ae7682e4a6e
000502330ded 98158bca740e 000502530bed 981f62ca74ee
00050204adf4 bb138a1a0401 000502c4c5f4 bb1dc41a0451
